"State","Agency_type","Agency_name","Race","Religion","Sexual_orientation","Ethnicity","Disability","Gender","Gender_Identity","column_1st_quarter","column_2nd_quarter","column_3rd_quarter","column_4th_quarter","Population"
"Michigan","Cities","Troy","2","1","0","0","0","0","0","0","1","0","2","82608"
"Michigan","Cities","Utica","2","0","0","0","0","0","0","0","1","0","1","4765"
"Michigan","Cities","Van Buren Township","1","1","0","0","0","0","0","0","1","0","1","28282"
"Michigan","Cities","Warren","7","1","0","0","0","1","0","0","0","4","5","134167"
"Michigan","Cities","Waterford Township","0","1","0","0","0","0","0","0","0","1","0","72949"
"Michigan","Cities","Wayland","0","0","0","0","1","0","0","0","1","0","0","4074"
"Michigan","Cities","Wayne","4","0","0","0","0","0","0","1","1","1","1","17232"
"Michigan","Cities","West Bloomfield Township","5","1","1","2","0","0","0","5","2","2","0","65840"
"Michigan","Cities","Westland","1","0","0","1","0","0","0","1","0","0","1","82554"
"Michigan","Cities","White Lake Township","0","1","0","0","0","0","0","0","0","0","1","30585"
"Michigan","Cities","Woodhaven","1","0","0","0","0","0","0","0","0","0","1","12652"
"Michigan","Cities","Wyoming","1","1","0","0","0","0","0","1","0","0","1","73786"
"Michigan","Universities and Colleges","Eastern Michigan University","1","0","0","0","0","0","0","0","0","0","1","23518"
"Michigan","Universities and Colleges","Michigan State University","2","0","2","0","0","1","0","1","0","2","2","48783"
"Michigan","Universities and Colleges","Oakland University3","0","3","0","1","1","0","0","1","0","3","1","19740"
"Michigan","Universities and Colleges","Saginaw Valley State University","1","0","0","0","0","0","0","0","0","0","1","10552"
"Michigan","Universities and Colleges","""University of Michigan, Ann Arbor""","0","1","1","0","0","0","0","1","1","0","0","43426"
"Michigan","Universities and Colleges","Western Michigan University","0","0","1","0","0","0","0","0","0","1","0","24598"
"Michigan","Metropolitan Counties","Eaton","0","1","0","0","0","0","0","0","0","0","1","0"
"Michigan","Metropolitan Counties","Ingham","1","0","0","0","0","0","0","1","0","0","0","0"
"Michigan","Metropolitan Counties","Jackson","1","1","0","0","0","0","0","0","0","1","1","0"
"Michigan","Metropolitan Counties","Kent","2","0","1","0","0","0","0","1","2","0","0","0"
"Michigan","Metropolitan Counties","Livingston","1","0","0","0","0","0","0","0","0","1","0","0"
"Michigan","Metropolitan Counties","Macomb","10","1","1","1","0","0","0","2","5","3","3","0"
"Michigan","Metropolitan Counties","Monroe","4","1","1","0","0","0","0","1","3","2","0","0"
"Michigan","Metropolitan Counties","Oakland","7","2","5","3","0","0","0","5","4","5","3","0"
"Michigan","Metropolitan Counties","Ottawa","4","0","0","0","0","0","0","1","2","0","1","0"
"Michigan","Metropolitan Counties","Van Buren","3","0","1","0","0","0","0","1","1","2","0","0"
"Michigan","Metropolitan Counties","Washtenaw","3","3","0","0","0","0","0","0","2","2","2","0"
"Michigan","Nonmetropolitan Counties","Missaukee","1","0","0","1","0","0","0","0","1","1","0","0"
"Michigan","Nonmetropolitan Counties","Ogemaw","2","0","0","0","0","0","0","0","0","1","1","0"
"Michigan","Nonmetropolitan Counties","Otsego","0","0","1","0","0","0","0","0","0","0","1","0"
"Michigan","Nonmetropolitan Counties","Tuscola","2","0","0","0","0","0","0","0","1","1","0","0"
"Michigan","State Police Agencies","State Police: Cass County","1","0","0","0","0","0","0","0","1","0","0","0"
"Michigan","State Police Agencies","State Police: Genesee County","1","0","1","0","0","0","0","0","1","0","1","0"
"Michigan","State Police Agencies","State Police: Jackson County","0","1","0","0","0","0","0","0","0","1","0","0"
"Michigan","State Police Agencies","State Police: Oakland County","0","1","0","0","0","0","0","1","0","0","0","0"
"Michigan","State Police Agencies","State Police: Van Buren County","0","0","2","0","0","0","0","0","0","2","0","0"
"Michigan","Other Agencies","Gerald R. Ford International Airport","1","0","0","0","0","0","0","0","0","0","1","0"
"Michigan","Other Agencies","""State Police: Huron-Clinton Metropolitan Authority, Lower Huron Metropark""","2","0","0","0","0","0","0","0","1","1","0","0"
"Minnesota","Cities","Bemidji","0","0","1","0","0","0","0","0","1","0","0","13805"
"Minnesota","Cities","Blaine","4","0","0","0","0","0","0","1","2","1","0","60093"
"Minnesota","Cities","Brooklyn Park","3","0","0","0","0","0","0","1","1","1","0","78353"
"Minnesota","Cities","Chaska","1","0","0","0","0","0","0","0","1","0","0","24158"
"Minnesota","Cities","Columbia Heights","1","0","0","1","0","0","0","1","1","0","0","19715"
"Minnesota","Cities","Crosby","1","0","0","0","0","0","0","0","1","0","0","2369"
"Minnesota","Cities","Duluth","1","0","0","0","0","0","0","1","0","0","0","86211"
"Minnesota","Cities","Eagan","0","2","0","0","0","0","0","0","1","1","0","65052"
"Minnesota","Cities","Eden Prairie","1","0","0","0","0","0","0","0","0","0","1","62714"
"Minnesota","Cities","Elk River","1","0","0","0","0","0","0","0","0","0","1","23351"
"Minnesota","Cities","Faribault","0","0","1","0","0","0","0","0","0","1","0","23405"
"Minnesota","Cities","Inver Grove Heights","0","1","0","0","0","0","0","1","0","0","0","34294"
"Minnesota","Cities","Lino Lakes","0","0","1","0","0","0","0","0","0","0","1","20910"
"Minnesota","Cities","Mankato","2","2","2","0","0","0","0","0","2","2","2","40360"
"Minnesota","Cities","Maple Grove","0","0","1","0","0","0","0","0","1","0","0","65318"
"Minnesota","Cities","Marshall","1","0","0","1","0","0","0","1","1","0","0","13370"
"Minnesota","Cities","Mendota Heights","0","0","1","0","0","0","0","0","0","0","1","11158"
"Minnesota","Cities","Minneapolis","20","4","11","3","1","0","0","6","13","11","9","396206"
"Minnesota","Cities","Moorhead","1","0","1","0","0","0","0","0","0","1","1","39322"
"Minnesota","Cities","Plymouth","3","2","2","0","0","0","0","0","3","4","0","73684"
"Minnesota","Cities","Rochester","2","0","0","2","0","0","0","0","2","2","0","109675"
"Minnesota","Cities","Roseville","2","0","1","0","0","0","0","0","2","1","0","34991"
"Minnesota","Cities","Savage","0","0","1","0","0","0","0","0","1","0","0","28285"
"Minnesota","Cities","Shakopee","0","0","1","0","0","0","0","1","0","0","0","39214"
"Minnesota","Cities","Shoreview","0","0","1","0","0","0","0","0","0","1","0","25810"
"Minnesota","Cities","Spring Lake Park","0","0","0","1","0","0","0","0","1","0","0","6458"
"Minnesota","Cities","St. Anthony","1","0","0","0","0","0","0","0","1","0","0","8445"
"Minnesota","Cities","St. Cloud","6","0","0","2","0","0","0","0","3","3","2","65977"
"Minnesota","Cities","St. Louis Park","3","4","0","0","0","0","0","1","4","1","1","46723"
"Minnesota","Cities","St. Paul","24","4","2","0","0","0","0","0","18","11","1","294690"
"Minnesota","Cities","Wadena","0","0","1","0","0","0","0","1","0","0","0","4092"
"Minnesota","Cities","Waite Park","0","0","0","1","0","0","0","0","0","1","0","6683"
"Minnesota","Cities","West St. Paul","1","0","0","0","0","0","0","0","0","1","0","19761"
"Minnesota","Cities","Woodbury","1","0","0","0","0","0","0","1","0","0","0","65259"
"Minnesota","Universities and Colleges","""University of Minnesota, Morris""","1","0","0","0","0","0","0","0","0","1","0","1896"
"Minnesota","Metropolitan Counties","Hennepin","0","0","1","0","0","0","0","0","1","0","0","0"
"Minnesota","Metropolitan Counties","Mille Lacs","1","0","0","0","0","0","0","0","1","0","0","0"
"Minnesota","Nonmetropolitan Counties","Mahnomen","0","0","1","0","0","0","0","0","0","1","0","0"
"Minnesota","Nonmetropolitan Counties","Rice","1","0","0","0","0","0","0","0","1","0","0","0"
"Mississippi","Cities","Biloxi","1","0","0","0","0","0","0","1","0","0","0","44744"
"Mississippi","Cities","Gulfport","1","0","0","2","0","0","0","2","1","0","0","70863"
"Missouri","Cities","Branson","0","0","0","1","0","0","0","0","0","0","1","10918"
"Missouri","Cities","Clayton","0","1","0","0","0","0","0","0","1","0","0","15901"
"Missouri","Cities","Grandview","1","0","0","0","0","0","0","0","0","1","0","24630"
"Missouri","Cities","Independence","1","0","1","0","0","0","0","1","0","1","0","117381"
"Missouri","Cities","Joplin","2","0","0","0","0","0","0","2","0","0","0","49272"
"Missouri","Cities","Kansas City","30","7","14","5","1","4","2","13","17","21","12","465514"
"Missouri","Cities","Raytown","1","0","0","0","0","0","0","0","0","0","1","29501"
"Missouri","Cities","Springfield","1","1","1","0","0","0","0","0","3","0","0","163062"
"Missouri","Cities","St. Charles","1","0","0","0","0","0","0","0","1","0","0","66628"
"Missouri","Cities","St. Joseph","2","0","0","0","0","0","0","1","0","1","0","77347"
"Missouri","Cities","St. Louis","4","1","7","0","0","0","0","3","2","2","5","318563"
"Missouri","Cities","University City","1","0","0","0","0","0","0","0","0","1","0","35186"
"Missouri","Universities and Colleges","""University of Missouri, Columbia""","2","0","0","0","0","0","0","0","0","0","2","34704"
"Missouri","Metropolitan Counties","De Kalb","1","0","0","0","0","0","0","0","0","1","0","0"
"Missouri","Metropolitan Counties","Jefferson","0","0","1","0","0","0","0","0","0","0","1","0"
"Missouri","Metropolitan Counties","St. Charles","2","0","2","0","0","0","0","0","2","2","0","0"
"Missouri","Metropolitan Counties","St. Louis County Police Department","1","0","0","0","0","0","0","0","0","1","0","0"
"Missouri","Nonmetropolitan Counties","Carroll","0","1","0","0","0","0","0","0","0","0","1","0"
"Missouri","Nonmetropolitan Counties","Henry","0","0","1","0","0","0","0","0","0","0","1","0"
"Missouri","Nonmetropolitan Counties","Laclede","1","0","0","0","0","0","0","0","0","0","1","0"
"Montana","Cities","Billings","5","1","1","0","0","0","0","1","2","1","3","107802"
"Montana","Cities","Columbia Falls","1","0","0","0","0","0","0","0","1","0","0","4721"
"Montana","Cities","Great Falls","1","0","0","0","0","0","0","0","0","0","1","58940"
"Montana","Cities","Hamilton","0","1","0","0","0","0","0","0","0","0","1","4555"
"Montana","Cities","Helena","11","0","0","0","0","0","0","11","0","0","0","29411"
"Montana","Cities","Kalispell","2","0","0","0","0","0","0","0","0","2","0","20665"
"Montana","Cities","Missoula","1","0","1","0","0","0","0","1","0","1","0","68877"
"Montana","Universities and Colleges","Montana State University","1","0","0","0","0","0","0","0","1","0","0","14269"
"Montana","Metropolitan Counties","Cascade","1","0","0","1","0","0","0","0","0","2","0","0"
"Montana","Metropolitan Counties","Missoula","1","0","0","0","0","0","0","0","0","1","0","0"
"Montana","Nonmetropolitan Counties","Park","0","0","1","0","0","0","0","0","0","0","1","0"
"Montana","Nonmetropolitan Counties","Silver Bow","1","0","0","0","0","0","0","0","0","1","0","0"
"Nebraska","Cities","Columbus","0","0","1","0","0","0","0","0","0","1","0","22624"
"Nebraska","Cities","Cozad","0","0","0","1","0","0","0","1","0","0","0","3929"
"Nebraska","Cities","Grand Island","0","0","0","2","0","0","0","0","0","2","0","50441"
"Nebraska","Cities","Kearney","0","1","0","0","0","0","0","0","0","1","0","32113"
"Nebraska","Cities","Lexington","2","0","0","0","0","0","0","0","0","0","2","10204"
"Nebraska","Cities","Lincoln","8","2","4","1","0","0","0","5","3","2","5","267565"
"Nebraska","Cities","Omaha","4","2","2","1","0","0","0","2","3","3","1","425076"
"Nebraska","Cities","Sidney","0","0","1","0","0","0","0","1","0","0","0","6831"
"Nebraska","Metropolitan Counties","Lancaster","0","0","0","1","0","0","0","0","1","0","0","0"
"Nebraska","Nonmetropolitan Counties","Dawson","3","0","0","0","0","0","0","0","0","1","2","0"
"Nevada","Cities","Carlin","1","0","0","0","0","0","0","0","0","0","1","2457"
"Nevada","Cities","Henderson","1","0","0","0","0","0","0","0","0","1","0","268237"
"Nevada","Cities","Las Vegas Metropolitan Police Department","27","9","23","6","0","0","0","16","13","18","18","1500455"
"Nevada","Cities","North Las Vegas","0","0","1","1","0","0","0","0","1","1","0","225632"
"Nevada","Cities","Reno","2","1","1","0","0","0","0","0","1","3","0","232561"
"New_Hampshire","Cities","Ashland","1","0","0","0","0","0","0","0","1","0","0","2056"
"New_Hampshire","Cities","Bedford","1","0","0","0","0","0","0","0","1","0","0","21645"
"New_Hampshire","Cities","Concord","2","1","0","0","0","0","0","0","2","1","0","42615"
"New_Hampshire","Cities","Conway","0","0","1","0","0","0","0","1","0","0","0","10056"
"New_Hampshire","Cities","Farmington","1","0","0","0","0","0","0","0","0","1","0","6799"
"New_Hampshire","Cities","Hampton","1","0","0","0","0","0","0","0","0","1","0","15067"
"New_Hampshire","Cities","Hampton Falls","0","0","0","1","0","0","0","0","1","0","0","2294"
"New_Hampshire","Cities","Hanover","0","0","1","0","0","0","0","0","1","0","0","11195"
"New_Hampshire","Cities","Keene","0","1","0","0","0","0","0","0","0","1","0","23236"
"New_Hampshire","Cities","Londonderry","0","1","0","0","0","0","0","0","1","0","0","24338"
"New_Hampshire","Cities","Manchester","1","0","0","0","0","0","0","0","0","0","1","110411"
"New_Hampshire","Cities","Newbury","0","0","1","0","0","0","0","1","0","0","0","2110"
"New_Hampshire","Cities","Pelham","1","2","0","0","0","0","0","2","1","0","0","13034"
"New_Hampshire","Cities","Plaistow","1","0","0","0","0","0","0","0","0","0","1","7620"
"New_Hampshire","Cities","Windham","1","0","0","0","0","0","0","1","0","0","0","14092"
"New_Hampshire","Universities and Colleges","University of New Hampshire","1","0","1","0","0","0","0","1","0","1","0","15267"
"New_Jersey","Cities","Aberdeen Township","8","1","2","0","0","0","0","1","6","1","3","18150"
"New_Jersey","Cities","Allenhurst","0","2","0","0","0","0","0","0","0","1","1","493"
"New_Jersey","Cities","Asbury Park","1","0","3","0","0","0","0","1","2","1","0","15779"
"New_Jersey","Cities","Bedminster Township","1","1","0","0","0","0","0","0","2","0","0","8213"
"New_Jersey","Cities","Belleville","0","0","2","0","0","0","0","0","0","1","1","36229"
"New_Jersey","Cities","Brick Township","2","1","0","1","0","0","0","1","2","1","0","75371"
"New_Jersey","Cities","Burlington","0","0","0","0","1","0","0","1","0","0","0","9865"
"New_Jersey","Cities","Burlington Township","0","1","0","0","0","0","0","1","0","0","0","22750"
"New_Jersey","Cities","Caldwell","1","0","0","0","0","0","0","0","0","1","0","7876"
"New_Jersey","Cities","Cinnaminson Township","1","0","0","0","0","0","0","0","0","0","1","16686"
"New_Jersey","Cities","Clark Township","0","1","0","0","0","0","0","0","1","0","0","15021"
"New_Jersey","Cities","Closter","0","0","1","0","0","0","0","1","0","0","0","8548"
"New_Jersey","Cities","Colts Neck Township","3","0","0","0","0","0","0","0","0","2","1","10075"
"New_Jersey","Cities","Cranford Township","0","1","0","0","0","0","0","1","0","0","0","23165"
"New_Jersey","Cities","Delran Township","2","0","0","0","0","0","0","0","1","0","1","16862"
"New_Jersey","Cities","Eastampton Township","0","0","0","1","0","0","0","1","0","0","0","6103"
"New_Jersey","Cities","East Brunswick Township","1","10","2","1","0","0","0","3","4","3","4","48073"
"New_Jersey","Cities","East Hanover Township","0","1","0","0","0","0","0","0","0","0","1","11350"
"New_Jersey","Cities","East Orange","0","1","0","0","0","0","0","0","0","0","1","64425"
"New_Jersey","Cities","East Windsor Township","0","1","0","0","0","0","0","0","0","1","0","27564"
"New_Jersey","Cities","Egg Harbor Township","2","0","0","1","0","0","0","0","2","0","1","43709"
"New_Jersey","Cities","Elmwood Park","1","0","0","0","1","0","0","1","1","0","0","20077"
"New_Jersey","Cities","Evesham Township","7","1","0","0","0","0","0","4","3","1","0","45798"
"New_Jersey","Cities","Ewing Township","1","0","2","0","0","0","0","0","1","0","2","36449"
"New_Jersey","Cities","Fairview","0","0","0","1","0","0","0","0","0","1","0","14358"
"New_Jersey","Cities","Fanwood","0","1","0","0","0","0","0","0","0","1","0","7447"
"New_Jersey","Cities","Fort Lee","2","0","1","0","0","0","0","2","1","0","0","35900"
"New_Jersey","Cities","Franklin Lakes","0","1","0","1","0","0","0","1","1","0","0","10746"
"New_Jersey","Cities","""Franklin Township, Gloucester County""","0","1","0","0","0","0","0","0","0","1","0","16740"
"New_Jersey","Cities","Freehold Township","0","1","0","0","0","0","0","1","0","0","0","36048"
"New_Jersey","Cities","Galloway Township","0","0","1","0","0","0","0","0","1","0","0","37304"
"New_Jersey","Cities","Glassboro","8","0","2","2","0","0","0","3","2","3","4","19038"
"New_Jersey","Cities","Glen Ridge","0","1","0","0","0","0","0","0","1","0","0","7626"
"New_Jersey","Cities","Gloucester Township","2","0","0","0","0","0","0","0","2","0","0","64440"
"New_Jersey","Cities","Green Brook Township","0","2","0","0","0","0","0","1","1","0","0","7240"
"New_Jersey","Cities","""Greenwich Township, Warren County""","1","0","0","0","0","0","0","0","0","0","1","5582"
"New_Jersey","Cities","Haddonfield","0","1","0","0","0","0","0","0","0","0","1","11590"
"New_Jersey","Cities","Haddon Township","0","0","0","1","0","0","0","0","0","1","0","14732"
"New_Jersey","Cities","Hardyston Township","0","0","1","0","0","0","0","0","0","1","0","8049"
"New_Jersey","Cities","Harrison","0","0","1","0","0","0","0","0","0","0","1","13975"
"New_Jersey","Cities","Harrison Township","1","0","0","0","0","0","0","0","0","1","0","12616"
"New_Jersey","Cities","Highland Park","2","3","3","0","0","0","0","1","4","2","1","14420"
"New_Jersey","Cities","Hightstown","1","1","0","1","0","0","0","0","1","1","1","5572"
"New_Jersey","Cities","Hillsborough Township","1","0","0","0","0","0","0","0","1","0","0","39037"
"New_Jersey","Cities","Hoboken","3","3","1","0","0","0","0","1","2","1","3","52771"
"New_Jersey","Cities","Holmdel Township","2","3","0","0","0","0","0","2","2","0","1","16657"
"New_Jersey","Cities","Howell Township","5","6","4","3","0","0","0","2","7","5","4","51100"
"New_Jersey","Cities","Irvington","0","0","1","0","0","0","0","0","0","1","0","54246"
"New_Jersey","Cities","Jackson Township","2","1","0","0","0","0","0","1","0","0","2","55817"
"New_Jersey","Cities","Jersey City","2","0","2","1","0","0","0","0","3","0","2","256886"
"New_Jersey","Cities","Keansburg","3","0","1","0","0","0","0","1","0","2","1","9981"
"New_Jersey","Cities","Lacey Township","3","0","2","2","1","0","0","1","5","1","1","27865"
"New_Jersey","Cities","Lakewood Township","5","15","0","3","0","0","0","2","6","7","8","92664"
"New_Jersey","Cities","""Lawrence Township, Mercer County""","0","0","0","1","0","0","0","0","0","1","0","33172"
"New_Jersey","Cities","Little Egg Harbor Township","3","1","0","2","0","0","0","1","2","0","3","20412"
"New_Jersey","Cities","Little Falls Township","0","0","1","0","0","0","0","0","1","0","0","14504"
"New_Jersey","Cities","Livingston Township","2","0","0","0","0","0","0","0","0","2","0","29621"
"New_Jersey","Cities","Logan Township","1","0","0","0","0","0","0","0","0","1","0","6019"
"New_Jersey","Cities","Long Beach Township","0","1","0","0","0","0","0","0","1","0","0","3068"
"New_Jersey","Cities","Lower Township","1","0","0","0","0","0","0","0","0","1","0","22467"
"New_Jersey","Cities","Lumberton Township","2","0","0","0","0","0","0","0","0","2","0","12516"
"New_Jersey","Cities","Mahwah Township","0","1","0","0","0","0","0","0","0","1","0","26292"
"New_Jersey","Cities","Manalapan Township","1","0","0","2","0","0","0","2","0","1","0","39313"
"New_Jersey","Cities","Manasquan","1","2","0","0","0","0","0","1","2","0","0","5860"
"New_Jersey","Cities","Manchester Township","3","0","0","0","0","0","0","0","3","0","0","43013"
"New_Jersey","Cities","Maple Shade Township","1","0","0","0","0","0","0","1","0","0","0","19291"
"New_Jersey","Cities","Margate City","1","0","0","0","0","0","0","0","0","0","1","6319"
"New_Jersey","Cities","Marlboro Township","2","0","0","0","0","0","0","1","1","0","0","40190"
"New_Jersey","Cities","Medford Lakes","0","0","1","0","0","0","0","0","1","0","0","4196"
"New_Jersey","Cities","Medford Township","4","2","1","0","0","0","0","2","1","1","3","23285"
"New_Jersey","Cities","Mendham","0","1","0","0","0","0","0","0","0","0","1","5029"
"New_Jersey","Cities","Middlesex","1","0","0","0","0","0","0","1","0","0","0","13787"
"New_Jersey","Cities","Middletown Township","1","0","0","0","0","0","0","0","1","0","0","66246"
"New_Jersey","Cities","""Monroe Township, Middlesex County""","8","1","1","1","0","0","0","1","0","2","8","41356"
"New_Jersey","Cities","Montclair","4","2","0","0","0","0","0","2","2","1","1","37962"
"New_Jersey","Cities","Montgomery Township","1","3","0","0","0","0","0","1","1","0","2","22467"
"New_Jersey","Cities","Moorestown Township","1","0","0","0","0","0","0","0","0","1","0","20706"
"New_Jersey","Cities","Morris Township","0","1","0","0","0","0","0","0","0","0","1","22640"
"New_Jersey","Cities","Mount Laurel Township","0","0","0","1","0","0","0","0","0","0","1","41839"
"New_Jersey","Cities","Mount Olive Township","0","0","0","2","0","0","0","0","1","0","1","28611"
"New_Jersey","Cities","Neptune Township","10","0","3","1","0","0","0","0","8","2","4","27856"
"New_Jersey","Cities","Newark","2","0","1","0","0","0","0","0","2","0","1","278246"
"New_Jersey","Cities","New Brunswick","3","1","1","0","0","0","0","3","1","1","0","56542"
"New_Jersey","Cities","New Providence","1","2","0","0","0","0","0","1","2","0","0","12463"
"New_Jersey","Cities","North Brunswick Township","1","0","1","2","0","0","0","1","2","0","1","41425"
"New_Jersey","Cities","Nutley Township","2","1","0","0","0","0","0","0","1","2","0","28660"
"New_Jersey","Cities","Oakland","1","2","2","0","0","0","0","1","2","1","1","12927"
"New_Jersey","Cities","Oceanport","0","1","0","0","0","0","0","0","0","1","0","5833"
"New_Jersey","Cities","Old Bridge Township","1","0","1","0","0","0","0","1","0","1","0","66528"
"New_Jersey","Cities","Palmyra","1","0","0","0","0","0","0","0","0","1","0","7412"
"New_Jersey","Cities","Paramus","0","0","0","1","0","0","0","0","0","0","1","26628"
"New_Jersey","Cities","Parsippany-Troy Hills Township","0","2","0","0","0","0","0","0","0","0","2","53851"
"New_Jersey","Cities","Passaic","2","2","0","1","0","0","0","0","1","2","2","70445"
"New_Jersey","Cities","Paulsboro","1","0","0","0","0","0","0","0","0","0","1","6034"
"New_Jersey","Cities","Pemberton Township","1","0","0","0","0","0","0","0","0","0","1","27949"
"New_Jersey","Cities","Pennsauken Township","0","1","0","0","0","0","0","0","0","0","1","35788"
"New_Jersey","Cities","Pequannock Township","0","1","0","0","0","0","0","0","0","0","1","15580"
"New_Jersey","Cities","Phillipsburg","0","1","0","1","0","0","0","0","0","1","1","14619"
"New_Jersey","Cities","Pine Hill","1","0","0","0","0","0","0","0","0","0","1","10704"
"New_Jersey","Cities","Piscataway Township","0","2","2","0","0","0","0","3","1","0","0","58259"
"New_Jersey","Cities","Pitman","6","1","0","0","0","0","0","1","0","5","1","8930"
"New_Jersey","Cities","Plainsboro Township","0","0","0","0","1","0","0","0","1","0","0","23256"
"New_Jersey","Cities","Point Pleasant","4","1","0","1","0","0","0","1","4","1","0","18458"
"New_Jersey","Cities","Randolph Township","1","0","2","0","0","0","0","0","0","2","1","25969"
"New_Jersey","Cities","Raritan","0","0","2","0","0","0","0","0","0","0","2","7352"
"New_Jersey","Cities","Readington Township","0","1","0","0","0","0","0","0","0","0","1","15910"
"New_Jersey","Cities","Robbinsville Township","2","1","0","0","0","0","0","1","1","1","0","14046"
"New_Jersey","Cities","Runnemede","0","1","0","0","0","0","0","0","0","0","1","8459"
"New_Jersey","Cities","Salem","1","0","0","0","0","0","0","0","0","1","0","5175"
"New_Jersey","Cities","Secaucus","0","2","2","0","0","0","0","0","1","0","3","19119"
"New_Jersey","Cities","Shrewsbury","2","0","0","0","0","0","0","2","0","0","0","3941"
"New_Jersey","Cities","Somerville","0","1","0","0","0","0","0","0","0","1","0","12174"
"New_Jersey","Cities","South Brunswick Township","0","4","1","0","0","0","0","0","1","2","2","44575"
"New_Jersey","Cities","South Orange","1","0","1","0","0","0","0","1","1","0","0","16297"
"New_Jersey","Cities","South Plainfield","1","0","0","1","0","0","0","1","1","0","0","23789"
"New_Jersey","Cities","Spotswood","0","2","0","0","0","0","0","0","1","1","0","8459"
"New_Jersey","Cities","Toms River Township","0","1","0","0","0","0","0","0","0","1","0","92332"
"New_Jersey","Cities","Totowa","1","1","1","0","0","0","0","0","1","2","0","10985"
"New_Jersey","Cities","Trenton","1","0","1","0","0","0","0","0","1","1","0","84439"
"New_Jersey","Cities","Union Beach","0","0","0","1","0","0","0","0","1","0","0","6198"
"New_Jersey","Cities","Union City","0","1","1","0","0","0","0","1","1","0","0","68254"
"New_Jersey","Cities","Verona","0","1","0","0","0","0","0","0","1","0","0","13429"
"New_Jersey","Cities","Vineland","0","1","1","0","0","0","0","0","1","0","1","60863"
"New_Jersey","Cities","Voorhees Township","2","1","0","0","0","0","0","0","2","1","0","29284"
"New_Jersey","Cities","Washington","3","1","0","0","0","0","0","1","0","2","1","6408"
"New_Jersey","Cities","""Washington Township, Gloucester County""","2","0","0","0","0","0","0","0","1","1","0","48110"
"New_Jersey","Cities","""Washington Township, Warren County""","0","0","1","0","0","0","0","0","0","0","1","6493"
"New_Jersey","Cities","Watchung","0","1","0","0","0","0","0","0","0","1","0","5844"
"New_Jersey","Cities","Weehawken Township","1","0","1","0","0","0","0","0","1","1","0","12937"
"New_Jersey","Cities","West Caldwell Township","0","1","0","0","0","0","0","0","0","1","0","10878"
"New_Jersey","Cities","West Deptford Township","3","1","0","1","0","0","0","3","1","1","0","21497"
"New_Jersey","Cities","West Long Branch","0","1","0","0","0","0","0","0","0","1","0","8660"
"New_Jersey","Cities","West Milford Township","3","0","0","0","0","0","0","2","0","1","0","26095"
"New_Jersey","Cities","Woodbridge Township","1","2","0","0","0","0","0","0","2","0","1","100568"
"New_Jersey","Cities","Woodbury","4","1","0","0","0","0","0","0","0","2","3","10073"
"New_Jersey","Cities","Woodbury Heights","1","0","0","0","0","0","0","1","0","0","0","3026"
"New_Jersey","Cities","Woolwich Township","1","0","0","0","0","0","0","0","1","0","0","11167"
"New_Jersey","Metropolitan Counties","Camden County Police Department","6","0","2","0","0","0","0","0","4","4","0","0"
"New_Jersey","State Police Agencies","State Police: Ocean County","0","0","1","0","0","0","0","0","1","0","0","0"
"New_Jersey","State Police Agencies","State Police: Salem County","1","0","0","0","0","0","0","0","1","0","0","0"
"New_Mexico","Cities","Albuquerque","5","1","4","0","0","0","0","2","1","6","1","558165"
"New_Mexico","Cities","Belen","0","0","0","1","0","0","0","0","0","0","1","7247"
"New_Mexico","Cities","Los Lunas","1","0","0","0","0","0","0","0","0","1","0","15252"
"New_York","Cities","Albany","1","2","0","0","0","0","0","0","2","1","0","97956"
"New_York","Cities","Amherst Town","3","0","0","0","0","0","0","0","0","1","2","118296"
"New_York","Cities","Batavia","1","0","0","0","0","0","0","0","0","1","0","15374"
"New_York","Cities","Brighton Town","1","0","0","0","0","0","0","1","0","0","0","36689"
"New_York","Cities","Buffalo","11","1","2","2","0","1","0","6","3","4","4","258789"
"New_York","Cities","Canandaigua","1","0","0","0","0","0","0","0","1","0","0","10470"
"New_York","Cities","Clarkstown Town","1","2","0","0","0","0","0","2","1","0","0","80705"
"New_York","Cities","Cohoes","1","0","0","0","0","0","0","0","1","0","0","16179"
"New_York","Cities","Colonie Town","0","0","1","0","0","0","0","0","1","0","0","78215"
"New_York","Cities","Crawford Town","3","4","0","0","0","0","0","0","1","0","6","9264"
"New_York","Cities","Croton-on-Hudson Village","0","0","0","0","0","1","0","0","1","0","0","8180"
"New_York","Cities","Freeport Village","0","0","0","1","0","0","0","1","0","0","0","43214"
"New_York","Cities","Greece Town","3","0","0","0","0","0","0","0","1","2","0","96667"
"New_York","Cities","Hamburg Town","1","0","0","0","0","0","0","1","0","0","0","45535"
"New_York","Cities","Hyde Park Town","1","0","0","0","0","0","0","0","0","1","0","21397"
"New_York","Cities","Ithaca","0","0","1","0","0","0","0","0","1","0","0","30433"
"New_York","Cities","Jamestown","2","0","0","0","0","0","0","1","0","0","1","30658"
"New_York","Cities","Liberty Village","0","4","0","0","0","0","0","0","0","0","4","4285"
"New_York","Cities","Middletown","1","0","0","0","0","0","0","0","0","1","0","27809"
"New_York","Cities","Monroe Village","0","2","0","0","0","0","0","0","1","0","1","8544"
"New_York","Cities","Mount Vernon","2","0","0","1","0","0","0","1","1","0","1","68071"
"New_York","Cities","Newburgh","0","0","1","1","0","0","0","0","1","0","1","28571"
